Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
wpn_mk3_orb_zark,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_03.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_00.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_01.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_02.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_03.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_created,,,wpn\energy\raygun_mark_3\orb\created\wpn_mk3_orb_creation_00.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_loop_activated,,,wpn\energy\raygun_mark_3\orb\activated\wpn_mk3_orb_activated_loop.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_loop,,,wpn\energy\raygun_mark_3\orb\loop\wpn_mk3_orb_loop.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_disappear,,,wpn\energy\raygun_mark_3\orb\disappear\wpn_mk3_orb_disappear.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_rh,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload_lh_00.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh_first,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload_lh_first.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh_gears,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload_lh_gears.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_rh_first,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload_rh_first.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,100,100,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aw_m1911_fire,,,ricos\guns\aw_m1911\aw_m1911_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aw_m1911_fire_plr,,,ricos\guns\aw_m1911\aw_m1911_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aw_m1911_fire_ub,,,ricos\guns\aw_m1911\aw_m1911_fire_ub.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aw_m1911_fire_ub_plr,,,ricos\guns\aw_m1911\aw_m1911_fire_ub.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aw_m1911_clipout,,,ricos\guns\aw_m1911\aw_m1911_clipout.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aw_m1911_clipin,,,ricos\guns\aw_m1911\aw_m1911_clipin.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aw_m1911_reload,,,ricos\guns\aw_m1911\aw_m1911_reload.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aw_m1911_pull,,,ricos\guns\aw_m1911\aw_m1911_pull.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
